subject,Caspase subgraph,Chaperone subgraph,GRB10 subgraph,Interferon signaling subgraph,Insulin signal transduction,Interleukin signaling subgraph,MAPK subgraph,miRNA subgraph,Notch signaling subgraph,RhoA subgraph,Amyloidogenic subgraph,Akt/mTOR subgraph,Apoptosis signaling subgraph,Autophagy signaling subgraph,ATP13A2 subgraph,APOE subgraph,Bcl-2 subgraph,Calcium-dependent signal transduction,Calsyntenin subgraph,Cholesterol metabolism subgraph,Cell cycle subgraph,Cyclic AMP subgraph,Cytokine signaling subgraph,DNA synthesis,Dopaminergic subgraph,Disaccharide metabolism subgraph,Endoplasmic reticulum-Golgi protein export,Energy metabolic subgraph,Estrogen subgraph,FMR1 subgraph,Folate metabolic subgraph,GABA subgraph,GSK3 subgraph,G-protein-mediated signaling,Innate immune system subgraph,Lipid metabolism subgraph,LRRK2 subgraph,Matrix metalloproteinase subgraph,Mitochondria fission subgraph,Mitochondria fusion subgraph,Mitochondrial subgraph,Mitophagy subgraph,Nuclear factor Kappa beta subgraph,Neurotrophic subgraph,Nitric oxide subgraph,PINK1 subgraph,Phosphatidylinositol 3 subgraph,Pre-translational events,Post-translational events,Regulation of cytoskeleton subgraph,Response to oxidative stress,Reactive oxygen species subgraph,Synuclein subgraph,Tau protein subgraph,Transcription subgraph,Transport related subgraph,Toll like receptor subgraph,Tumor necrosis factor subgraph,Ubiquitin subgraph,Unfolded protein response subgraph,Vascular endothelial growth factor subgraph,Vitamin subgraph,Wnt signaling subgraph,CRH subgraph
PPMISI3428,0,0.0714285714,nan,0.037037037,0.064516129,0.0110701107,nan,0.1851851852,0,nan,0,0.0520833333,0.0625,nan,nan,nan,0,nan,0,0.0405405405,nan,nan,nan,0.0217391304,0,nan,0,nan,nan,nan,0.0357142857,nan,0.0131578947,0,nan,nan,0,nan,0,0,nan,0,0.0526315789,nan,0.0833333333,0.05,0.131147541,0,0.0427350427,nan,0.1333333333,0.3333333333,nan,0.024691358,0.0588235294,nan,nan,0.0259259259,0,0,nan,nan,0.05,
PPMISI3429,0,0,0,0,0.0384615385,0.0076628352,0,0,0.0243902439,nan,0.5,0.0363636364,0.0571428571,nan,nan,0.0833333333,0.0666666667,nan,0,0.0294117647,nan,nan,nan,0,0,0,0,nan,nan,0.2352941176,0,nan,0,0.0294117647,0.1111111111,nan,0,nan,0.0294117647,0.0166666667,nan,0,0.0303030303,nan,0,0,0,0,0.0340909091,0.2857142857,0,0.0909090909,nan,0,0.0454545455,0,0,0.0662650602,0,0,0.1666666667,0,0.0476190476,
PPMISI3430,0.0714285714,0,0,0.0087719298,0,0.0023310023,0,0.1739130435,0.08,nan,0,0.0181818182,0.0384615385,nan,nan,0,0.0652173913,nan,0,0.0289855072,nan,nan,nan,0.05,nan,nan,0,nan,nan,nan,0.0128205128,nan,0.03125,0,0.0588235294,nan,0,nan,0.0454545455,0.0714285714,nan,0,0.0322580645,nan,0,0.04,0.2941176471,0,0.0476190476,nan,0.125,0.25,nan,0.0545454545,0,0,nan,0.012195122,0,nan,0,nan,0.25,
PPMISI3431,0,0.04,0,0.0169491525,0,0.0089686099,nan,0.1111111111,0,nan,0,0,0.0666666667,nan,nan,0,0.0487804878,nan,0,0.0169491525,nan,nan,0,0.0909090909,0,0,0,nan,nan,0.2857142857,0,nan,0,0,0.25,nan,0,0.0909090909,0,0.0447761194,nan,0,0.02,nan,0,0,0.1219512195,0,0.0119047619,nan,0.0536912752,0.0625,nan,0.0714285714,0,nan,nan,0.0357142857,nan,nan,0.025,0,0,
PPMISI3432,0.0222222222,0.0588235294,nan,0.0588235294,0,0,0,0.1666666667,0.2727272727,nan,nan,0,0.2,nan,nan,0.0322580645,0.0545454545,nan,0,0.023255814,nan,nan,0,0,0.0566037736,0,0,nan,nan,0.125,0,nan,0.0119047619,0.0238095238,0,nan,0,nan,0,0.0638297872,nan,0,0,nan,0,0,0.0625,0,0.0760869565,0.2857142857,0,0.2857142857,nan,0.2413793103,0,nan,0,0.0347222222,0,0,0.1111111111,0,0.25,
PPMISI3433,0,0.0206185567,0,0.0224719101,0,0.0057692308,0,0,0.0652173913,nan,0,0,0,nan,nan,0.1,0.025,nan,0,0.027972028,nan,nan,0,0.0350877193,nan,nan,nan,nan,nan,0,0.0202020202,nan,0.0078125,0,0,nan,0,nan,0,0,nan,0,0,0,0.1111111111,nan,0.05,0,0.0384615385,nan,0,nan,nan,0.1475409836,0.0238095238,nan,nan,0.0395683453,0,nan,0,0,0,
PPMISI3434,0.0357142857,0.03125,0,0.0185185185,0.1,0.0040983607,nan,0,0.037037037,nan,0,0.0147058824,0,nan,nan,0,0.1333333333,nan,0,0,nan,nan,0,0.0181818182,0,nan,0,nan,nan,0.2,0.0540540541,nan,0.0212765957,0,0,nan,0,0,0,0.0256410256,nan,0,0,nan,0.0833333333,nan,0.0816326531,0,0,nan,0,0.5,nan,0.0810810811,0.03125,nan,0,0.017699115,nan,0.1428571429,0.0212765957,nan,nan,
PPMISI3435,0.0625,0.1228070175,nan,0.1320754717,nan,0.0060606061,0,0.1666666667,0.1304347826,nan,nan,0,0.0540540541,nan,nan,0.0588235294,0.0138888889,nan,0,0.0697674419,nan,nan,0,0.037037037,nan,nan,0.3333333333,nan,nan,0.1,0,0.2307692308,0.015503876,0,0,nan,0,0,0,0.0364963504,nan,0,0.0206896552,nan,0.1111111111,0,0.1,0,0.0166666667,nan,0.0701754386,0,nan,0.1842105263,0,nan,0,0.02,0,0.0769230769,0.25,nan,nan,
PPMISI3436,0.0222222222,0.1333333333,0,0.0786516854,nan,0,0,0.2352941176,0.0612244898,nan,0,0,0.08,nan,nan,nan,0.0348837209,nan,0,0.0188679245,nan,nan,0,0.0833333333,0.032967033,0,0.05,nan,nan,0,0.0714285714,nan,0.0181818182,0,0,nan,0,nan,0.03125,0.0567010309,nan,nan,0.1666666667,nan,0,nan,0.1379310345,0,0.0198675497,nan,0.045112782,0.3636363636,nan,0.0642201835,0.0476190476,nan,nan,0.0557491289,0,0.0714285714,0,0,0,
PPMISI3439,0.0833333333,0.0408163265,0,0.023255814,0,0.0045558087,0,0.1428571429,0.1666666667,nan,nan,0,0.0642857143,nan,nan,0,0,nan,0,0,nan,nan,nan,0,0,0,0,nan,nan,0.5,0.0392156863,0.0909090909,0.0218978102,0,0.0869565217,nan,0,nan,0,0.024691358,nan,nan,0.0297619048,nan,nan,0.0476190476,0.0909090909,0,0.0125,nan,0.1111111111,nan,nan,0.0131578947,0.0425531915,nan,nan,0.025,0,0,0.25,0,0,
PPMISI3440,0,0.0192307692,0,0.0138888889,0,0.0144665461,nan,0,0,nan,nan,0,0.1739130435,nan,nan,nan,0.0454545455,nan,0,0.0520833333,nan,nan,0,0,0.06,0,0,nan,nan,0.1428571429,0,nan,0.0196078431,0,0.0769230769,nan,0,nan,0,0.0674157303,nan,0,0.0416666667,0,0,nan,0.0689655172,0,0.037037037,nan,0,0.25,nan,0.1,0,nan,nan,0.0078125,nan,0,0.023255814,0,nan,
PPMISI3441,0.0952380952,0,0,0.0392156863,nan,0,0,0.0909090909,0,nan,0.125,0.0350877193,0.0714285714,nan,nan,0.0625,0,nan,0,0.0344827586,nan,nan,nan,0.0212765957,0,0,0.0625,nan,nan,nan,0,nan,0.0288461538,0,0.0588235294,nan,0,nan,0,0.0304878049,nan,0,0,nan,0,nan,0.0555555556,0,0.0344827586,0.2857142857,0.0350877193,0.1428571429,nan,0.1,0,nan,0,0.0170940171,0,nan,0,nan,0.5,
PPMISI3442,0.05,0.0384615385,nan,0.0555555556,nan,0.0043196544,0,0,0,nan,0,0.0447761194,0,nan,nan,0.0909090909,0.04,nan,0,0.0459770115,nan,nan,0,0.0606060606,0,0,nan,nan,nan,0.0833333333,0.0689655172,0.0909090909,0,0,0.0540540541,nan,0,nan,0,0.0303030303,nan,0,0,nan,0.0909090909,nan,0.2857142857,0,0.0227272727,0.2857142857,0.0353982301,0.4285714286,nan,0.1,0,0,nan,0.0194174757,nan,nan,0.25,0,0.125,
PPMISI3443,0.0322580645,0.021978022,0,0.0181818182,0,0.0105932203,0,0.0344827586,0.1071428571,nan,0,0.0217391304,0.0656934307,nan,nan,0.0322580645,0.0172413793,nan,0,0.03125,nan,nan,0,0.0384615385,0,0,0,nan,nan,0.1111111111,0,nan,0.0202702703,0.0238095238,0.1111111111,nan,0,nan,0,0.0434782609,nan,0,0.0909090909,nan,0,nan,0.08,0,0.0284090909,0.2857142857,0,0.2,nan,0.0526315789,0.0666666667,nan,0,0.0598802395,nan,0,0,nan,nan,
PPMISI3444,0.1111111111,0.1228070175,0,0.1029411765,nan,0.0129032258,0,0.2222222222,0.1153846154,nan,nan,0.0303030303,0.0714285714,nan,nan,0.05,0.0319148936,nan,0,0,nan,nan,nan,0,nan,nan,0,nan,nan,nan,0.0465116279,0.0833333333,0.0238095238,0,0.0625,nan,0,nan,0,0.0434782609,nan,0,0.0107526882,nan,nan,0,0.2222222222,0,0.0218978102,0.2857142857,0,0.25,nan,0.2307692308,0,nan,nan,0.034965035,0,nan,0,nan,nan,
PPMISI3445,0.0454545455,0.015625,0,0.0185185185,0.0666666667,0.0112570356,nan,0,0.0222222222,nan,0,0,0.0575539568,nan,nan,0,0,nan,0,0,nan,nan,nan,0,0,0,nan,nan,nan,0.0476190476,0,nan,0.0162601626,0,0.0476190476,nan,0,nan,0,0.0384615385,nan,0,0,nan,0,nan,0.0555555556,0,0,0.2857142857,0.0536912752,0,nan,0.0689655172,0,0,nan,0.0296296296,0,nan,0,nan,0,
PPMISI3446,0,0.0319148936,0,0.0243902439,0,0.0174216028,0,0.0714285714,0.1071428571,nan,nan,0.0454545455,0.0952380952,nan,nan,nan,0,nan,0,0.0136986301,nan,nan,nan,0.0476190476,0,0,0,nan,nan,nan,0,nan,0.0181818182,0,0.1111111111,nan,0,0.1111111111,0,0.0322580645,nan,0,0.0215053763,0,nan,0.06,0.0714285714,0,0.0714285714,nan,0,0,nan,0.1475409836,0.0322580645,nan,0,0.0453172205,nan,0,0,nan,0.3333333333,
PPMISI3448,0.0416666667,0.0350877193,0,0.0348837209,0,0.0091533181,0,0,0.0384615385,nan,nan,0,0,nan,nan,0,0.0181818182,nan,0,0.0172413793,nan,nan,0,0,0.0326086957,0,0,nan,nan,0.125,0.0388349515,0.2307692308,0,0,0.125,nan,0,nan,0,0.0677966102,nan,0,0.0256410256,nan,nan,0.04,0.2222222222,0,0.0447761194,0.2857142857,0,0.14,nan,0.075,0,nan,nan,0,nan,0,0,0,0,
PPMISI3450,nan,0.1590909091,0,0.1463414634,0,0.0078125,nan,0.2173913043,0,nan,nan,0.05,0.0661764706,nan,nan,0,0.037037037,nan,0,0.0462962963,nan,nan,nan,0.0350877193,0,0,0.5,nan,nan,nan,0,nan,0.0144927536,0,nan,nan,0,0.1111111111,0,0,nan,0,0,nan,nan,0.046875,0.1333333333,0,0.0347222222,0.2857142857,0.2,0.2222222222,nan,0.05,0,0,0,0.0528169014,0,0,0,0,0,
PPMISI3451,0.05,0.05,0,0.0660377358,0,0.0086580087,nan,0.1666666667,0,nan,nan,0,0.0683760684,nan,nan,0,0.0243902439,nan,0,0.0447761194,nan,nan,0,0,0,0,0.1428571429,nan,nan,0,0.0267857143,nan,0,0.027027027,0,nan,0,nan,0,0.0588235294,nan,nan,0.0294117647,0,nan,0.0526315789,0.0961538462,0,0.1428571429,nan,0,nan,nan,0.0512820513,0.04,nan,nan,0.0153061224,nan,0,0,0,0,
PPMISI3452,0,0,0,0,nan,0.0023696682,0.0588235294,0.1071428571,0.0681818182,nan,0,0.0344827586,0.0357142857,nan,nan,0.027027027,0,nan,0,0.0365853659,nan,nan,0,0,0,nan,0.1428571429,nan,nan,0.25,0.0261437908,nan,0.0175438596,0,0.25,nan,0,0.0909090909,0.05,0.0322580645,nan,0,0,0,nan,0,0.0909090909,0,0.0217391304,nan,0.0357142857,0,nan,0.0625,0.0288461538,nan,nan,0.0206185567,0,nan,0,0,nan,
PPMISI3453,0.03125,0.075,nan,0.064516129,0.1,0.0193965517,0,0.0952380952,0,nan,0,0.0434782609,0.0540540541,nan,nan,0.0833333333,0.04,nan,0,0.0212765957,nan,nan,0,0.0869565217,0,nan,0.0454545455,nan,nan,0.1379310345,0,nan,0.0166666667,0.025862069,0.1111111111,nan,0,0.0909090909,0,0.0444444444,nan,nan,0.0476190476,nan,0,0.05,0.1,0,0.0441176471,nan,0,0,nan,0.08,0.0306122449,nan,0,0.0144927536,nan,nan,0.125,nan,0.125,
PPMISI3454,0.2,0.0476190476,0,0.0434782609,nan,0.0225409836,nan,0.1,0,nan,nan,0.037037037,0.0675675676,nan,nan,0.0714285714,0.0625,nan,0,0.0196078431,nan,nan,0,0.125,0.0322580645,0,0,nan,nan,0.5,0,nan,0.0285714286,0,0.3333333333,nan,0,nan,0,0.0340909091,nan,nan,0,0,0.08,0,0.0909090909,0,0.037037037,nan,nan,0.2857142857,nan,0.0588235294,0,nan,0,0.015037594,0,0,0,0,nan,
PPMISI3455,0.0322580645,0.0125,0,0.0196078431,0,0.0092081031,0,0.0204081633,0.02,nan,0,0,0,nan,nan,nan,0.0263157895,nan,0,0.0093457944,nan,nan,0,0.0238095238,0.06,0,0,nan,nan,0.1875,nan,nan,0.0373831776,0,0.1764705882,nan,0,nan,0,0.0419161677,nan,0,0.0135135135,nan,nan,0.04,0.0625,0,0.0425531915,nan,0.0461538462,0.0740740741,nan,0.0305343511,0.0333333333,nan,nan,0.0429292929,0,0,0,nan,nan,
PPMISI3456,0,0,0,0,0,0,0.0333333333,0.2666666667,0.5714285714,nan,0.2,0.04,0.0444444444,nan,nan,0.0476190476,0.0240963855,nan,0,0.0289855072,nan,nan,nan,0.0178571429,0,0,0.1818181818,nan,nan,0.125,0.0298507463,nan,0.0263157895,0.0245398773,0.1428571429,nan,0,nan,0,0.0428571429,nan,0,0.0273972603,nan,nan,nan,0.1,0,0.0526315789,nan,0.125,0.4166666667,nan,0.1475409836,0.0434782609,nan,nan,0.0506329114,0,0.0625,0,0,0,
PPMISI3457,0.0303030303,0.0208333333,nan,0.0091743119,nan,0.0110497238,0,0.0909090909,1,nan,0.25,0.0277777778,0.0833333333,nan,nan,0.3333333333,0.0434782609,nan,0,0.0333333333,nan,nan,nan,0,0,nan,0,nan,nan,0.1875,0,nan,0.0405405405,0,0.1875,nan,0,nan,0,0.0396039604,nan,0,0.0279329609,nan,0,0.0512820513,0.1111111111,0,0.027027027,nan,nan,0.3076923077,nan,0.0769230769,0.0470588235,0,nan,0.0365448505,0,nan,0,0,0.125,
PPMISI3458,0,0,0,0.0416666667,0,0.0022522523,0,0,0,nan,0,0.0294117647,0.0476190476,nan,nan,0.0434782609,0.04,nan,0,0.0549450549,nan,nan,0,0,0,nan,0.1818181818,nan,nan,nan,0.024691358,nan,0.0181818182,0,0.0625,nan,0,nan,nan,0.05,nan,0,0,nan,0,0.0526315789,0.0384615385,0,0.0272108844,nan,0.037037037,0.3636363636,nan,0,0.0555555556,nan,0,0.0151515152,0,0,0,0,0.1111111111,
PPMISI3459,0.0714285714,0.0285714286,0,0.04,0.1,0.005988024,0,0,0.0833333333,nan,0.1428571429,0,0.0681818182,nan,nan,0,0.0280373832,nan,0,0,nan,nan,nan,0.1,0,nan,0.0555555556,nan,nan,0,0,nan,0.0285714286,0,0,nan,0,nan,0,0,nan,0,0,nan,0,nan,0.0571428571,0,0.0431654676,nan,0,0,nan,0.05,0.1052631579,0,nan,0.0245098039,0,nan,0,0,0,
PPMISI3460,0,0.0166666667,0,0.0158730159,nan,0.0116550117,nan,0.1904761905,0.08,nan,nan,0.0526315789,0.0620155039,nan,nan,nan,0.0333333333,nan,0,0,nan,nan,0,0,nan,nan,0.3333333333,nan,nan,nan,0.0266666667,nan,0.0202020202,0,0,nan,0,nan,0,0.0397350993,nan,nan,0,nan,0,0,0.0540540541,0,0.0295857988,nan,0.0547945205,0,nan,0.2307692308,0.0666666667,nan,0,0.0201612903,0,0,0,nan,nan,
PPMISI3461,0.0476190476,0,0,0,0,0.0045248869,nan,0.1739130435,0.6,nan,nan,0.0256410256,0.0714285714,nan,nan,0.125,0.0294117647,nan,0,0.025974026,nan,nan,0,nan,0,0,0,nan,nan,0.1666666667,0.1052631579,nan,0.0392156863,0,0.0779220779,nan,0,nan,0,0.0294117647,nan,nan,0,nan,0,0,0.0625,0,0.0263157895,nan,nan,nan,nan,0.3181818182,0.0526315789,nan,nan,0.0392156863,nan,0,0,0,nan,
PPMISI3462,0.1428571429,0.0625,0,0.0289855072,0,0,nan,0.1481481481,0.0333333333,nan,0.2,0,0.064516129,nan,nan,nan,0,nan,0,0.0394736842,nan,nan,nan,0,nan,nan,0,nan,nan,0.3333333333,0,nan,0,0.0241935484,0.3333333333,nan,0,nan,0,0.0378787879,nan,nan,0.018404908,nan,nan,nan,0.2173913043,0,0.0446927374,0.2857142857,0.037037037,0.4,nan,0.05,0.0454545455,nan,0,0.0279069767,0,0.1428571429,0,nan,nan,
PPMISI3464,0.0476190476,0.0853658537,0,0.0930232558,0,0.0047058824,0,0.1034482759,0.1052631579,nan,nan,0.0208333333,0.0638297872,nan,nan,0.0625,0.0555555556,nan,0,0.0384615385,nan,nan,nan,0,0.0588235294,0,0,nan,nan,nan,0,nan,0,0,0,nan,0,nan,0.05,0.038961039,nan,0,0.0277777778,nan,0,0.0491803279,0.1038961039,0,0.0526315789,nan,0.0487804878,0.25,nan,0.0549450549,0,0,nan,0.0303867403,0,nan,0,0,nan,
PPMISI3465,0,0.1090909091,0,0.1153846154,nan,0.0046838407,0,0.1071428571,0.0588235294,nan,0,0.2,0.0634920635,nan,nan,0.0769230769,0.025,nan,0,0.0344827586,nan,nan,nan,0.1428571429,0.06,nan,0.0476190476,nan,nan,0,0,0.2307692308,0.0204081633,0.0545454545,0,nan,0,nan,0,0.0416666667,nan,0,0,nan,0.08,0.0487804878,0,0,0.0516129032,0.2857142857,0.045112782,0,nan,0.01,0,nan,0,0.0125523013,0,nan,nan,nan,0.05,
PPMISI3466,0.1,0.0188679245,0,0.0138888889,0.0625,0,nan,0,0.0882352941,nan,nan,0.038961039,0.064,nan,nan,0.0256410256,0.0204081633,nan,0,0.0238095238,nan,nan,nan,0,nan,0,0,nan,nan,nan,0,nan,0.0510204082,0,0,nan,0,0.1111111111,0,0.0303030303,nan,0,0.0126582278,nan,nan,0.04,0.0877192982,0,0.0416666667,nan,0.1,nan,nan,0.0714285714,0.0285714286,nan,0,0.015,0,0,0,nan,nan,
PPMISI3467,0.0909090909,0.025974026,0,0.0394736842,0,0,0,0.1904761905,0,nan,nan,0,0.0657894737,nan,nan,0,0,nan,0,0.0163934426,nan,nan,nan,0.0666666667,0,0,0.1428571429,nan,nan,0.1428571429,0,0.0909090909,0.0508474576,0.0242424242,0.1428571429,nan,0,nan,0,0,nan,nan,0.0347826087,nan,nan,0,0.16,0,0,nan,0,0.2,nan,0.0810810811,0.0144927536,nan,nan,0.0449101796,0,nan,0,nan,0.125,
PPMISI3468,nan,0.06,nan,0.0503597122,nan,0,nan,0.0909090909,0,nan,0,0.0769230769,0.048,nan,nan,nan,0.0430107527,nan,0,0.037037037,nan,nan,nan,0.0833333333,0.032967033,0,0,nan,nan,0.2857142857,0.0192307692,0.2307692308,0,0,0.0833333333,nan,0,nan,0,0.0558659218,nan,nan,0.1428571429,nan,0.08,0.0476190476,0.1219512195,0,0.0292397661,nan,0.0465116279,0,nan,0.0240963855,0.0333333333,0,nan,0.0314465409,nan,0.0588235294,0,nan,nan,
PPMISI3469,0,0.0422535211,0,0.0289855072,0,0.0134874759,0,0.1538461538,0.1212121212,nan,nan,0.1,0.0465116279,nan,nan,0.0909090909,0.0303030303,nan,0,0.0175438596,nan,nan,nan,0.0227272727,0,nan,0,nan,nan,0.1304347826,0.0338983051,0.0833333333,0.0363636364,0,0.0921052632,nan,0,nan,0,0.0277777778,nan,0,0.023255814,nan,0,nan,0.0816326531,0,0.0555555556,0.2857142857,nan,nan,nan,0.1162790698,0,nan,nan,0.0523809524,nan,0,0,nan,nan,
PPMISI3470,0.05,0,0,0,0,0.0020833333,0,0,0.0847457627,nan,nan,0.0609756098,0.0526315789,nan,nan,0.0425531915,0,nan,0,0.0222222222,nan,nan,0,0.125,0,nan,0,nan,nan,0.5,0,0.2307692308,0,0,0.3333333333,nan,0,nan,0,0.0283687943,nan,0,0.0217391304,nan,nan,0,0.0909090909,0,0.0386740331,0.2857142857,0.0303030303,0.2666666667,nan,0.1791044776,0.0476190476,nan,0,0.0139372822,0,nan,0,nan,0.1,
PPMISI3471,0.0344827586,0.0416666667,0,0.0449438202,nan,0.0069605568,0,0,0,nan,0.25,0.0378787879,0.1,nan,nan,0.1,0,nan,0,0,nan,nan,0,0.0909090909,0,0,0,nan,nan,0.1333333333,0,nan,0.0322580645,nan,0.1111111111,nan,0,nan,0,0.0357142857,nan,0,0,nan,0,0,0.0909090909,0,0.024691358,nan,0.1176470588,0.1081081081,nan,0,0.0416666667,nan,nan,0.016,nan,0.0625,0.25,0,0.0625,
PPMISI3472,0.0434782609,0,0,0.0222222222,0,0.0022779043,0,0.1578947368,0,nan,nan,0.0540540541,0.0377358491,nan,nan,nan,0.04,nan,0,0,nan,nan,0,0,nan,0,0.05,nan,nan,0.125,0,nan,0.0416666667,0.037037037,0.125,nan,0,nan,0,0.0343137255,nan,nan,0,nan,0,0.0416666667,0.0595238095,0,0.0769230769,nan,0.037037037,0.3636363636,nan,0.0333333333,0,nan,0,0.0138408304,nan,0.0769230769,0,nan,nan,
PPMISI3473,0.0666666667,0.025,0,0.0108695652,0,0.0069124424,nan,0.1666666667,0.0217391304,nan,nan,0.0588235294,0.0476190476,nan,nan,0,0.0243902439,nan,0,0.0208333333,nan,nan,0,0.025,0.0625,0,0,nan,nan,0.25,0.015625,nan,0.0194174757,0.0576923077,0,nan,0,nan,0,0.0491803279,nan,0,0.031496063,nan,0,0.0526315789,0,0,0.0298507463,0.2857142857,0.125,0.2666666667,nan,0.1578947368,0.0625,nan,0,0.0194174757,0,nan,0.023255814,0,nan,
PPMISI3475,0.0526315789,0.0526315789,0,0.078125,0,0,nan,0,0,nan,nan,0.1,0.064,nan,nan,0,0.0412371134,nan,0,0.0344827586,nan,nan,0,0.0833333333,0,0,nan,nan,nan,0,0,0.0909090909,0.0298507463,0.0218978102,0.0909090909,nan,0,0.1111111111,0,0,nan,0,0.0225225225,nan,0,0,0.0909090909,0,0,nan,nan,0.1666666667,nan,0.0588235294,0.0677966102,nan,nan,0.0714285714,0,nan,nan,0,0,
PPMISI3476,0,0.0256410256,0,0.0273972603,0.0666666667,0.0115163148,0,0.1818181818,0,nan,0.125,0.0166666667,0.1111111111,nan,nan,nan,0.05,nan,0,0.0379746835,nan,nan,nan,0,0,0,0.0666666667,nan,nan,0.25,0.0289855072,0.2307692308,0.0408163265,0,0.2,nan,0,nan,0,0.0494505495,nan,nan,0.0185185185,nan,0.1333333333,0.0526315789,0.0540540541,0,0.0266666667,nan,0.0458015267,0.2,nan,0.1578947368,0.0714285714,nan,0,0.0097560976,0,0,0.1666666667,0,0.1111111111,
PPMISI3478,0.0476190476,0.0952380952,0,0.0782608696,nan,0.0024096386,0,0.1034482759,0,nan,nan,0.0833333333,0.0444444444,nan,nan,0.0465116279,0.0384615385,nan,0,0.0441176471,nan,nan,nan,0.0227272727,0,0,0,nan,nan,nan,0.0256410256,0,0.0340909091,0.0266666667,nan,nan,0,nan,0.0434782609,0.0408163265,nan,nan,0,0,0,nan,0.0322580645,0,0.0560747664,nan,0,0.1034482759,nan,0.0297029703,0,nan,0,0.0102739726,0,0,0,0,0,
PPMISI3479,0,0.1081081081,0,0.0769230769,0,0.0130718954,nan,0.2352941176,0,nan,nan,0.0333333333,0.08,nan,nan,nan,0.0416666667,nan,0,0.0337078652,nan,nan,nan,0,0,0,0,nan,nan,0.2142857143,0,0.2307692308,0.0163934426,0.0222222222,0.2142857143,nan,0,nan,0,0.0380952381,nan,0,0,nan,0,0.0434782609,0,0,0.0326797386,nan,0.0459770115,0.2,nan,0.0303030303,0.0491803279,nan,nan,0.0489795918,0,0.1666666667,0,0,nan,
PPMISI3480,0.0487804878,0.0151515152,0,0.0410958904,0.0666666667,0.0085470085,nan,0,0.09375,nan,nan,0.027027027,0,nan,nan,0.3333333333,0.0588235294,nan,0,0.0697674419,nan,nan,nan,0,0,0,0,nan,nan,0.1666666667,0,nan,0.0185185185,0,0.1111111111,nan,0,nan,0.0303030303,0.0337078652,nan,0,0,nan,nan,0.04,0.1428571429,0,0.0925925926,0.2857142857,0.1,0.0740740741,nan,0.28125,0.0714285714,nan,0,0.0457142857,0,0,0.3333333333,0,0,
PPMISI3481,0,0.0227272727,0,0.025974026,0,0.0134615385,nan,0.1764705882,0.1,nan,0,0.0531914894,0.0652173913,nan,nan,0.5,0.0192307692,nan,0,0,nan,nan,nan,0,0.06,nan,0,nan,nan,0.25,0,nan,0.032967033,0,0,nan,0,nan,0,0,nan,0,0,nan,0,nan,0.12,0,0.0392156863,nan,0,0.2727272727,nan,0.2631578947,0,nan,nan,0.0459770115,0,0,0.0263157895,nan,nan,
PPMISI3482,0.0666666667,0.0449438202,0,0.0229885057,nan,0.0128440367,0,0.1666666667,0,nan,0,0.0256410256,0,nan,nan,0,0.0555555556,nan,0,0,nan,nan,0,0,nan,0,0,nan,nan,0.3333333333,0,0.2307692308,0.0147058824,0,0,nan,0,nan,0.05,0.0727272727,nan,nan,0.0208333333,nan,0.08,nan,0.1041666667,0,0.0476190476,nan,0.125,nan,nan,0.0119047619,0,nan,nan,0.0598290598,0,0,0.3333333333,nan,nan,
PPMISI3500,0.0666666667,0.0588235294,0,0.0196078431,0,0.0023584906,0,0.16,0.0625,nan,nan,0,0.071942446,nan,nan,0,0.0384615385,nan,0,0.0169491525,nan,nan,nan,0.1428571429,0,0,0,nan,nan,0.25,0.0298507463,nan,0.0086206897,0,0,nan,0,0.0909090909,0,0.0319148936,nan,nan,0,nan,0,0,0,0,0.0136986301,nan,nan,0.3333333333,nan,0.0196078431,0.046875,nan,0,0.011627907,nan,0,0.023255814,nan,0.0666666667,
PPMISI3501,0.027027027,0.0253164557,0,0.0307692308,0,0.0241448692,nan,0.0263157895,0.1304347826,nan,0,0.0333333333,0.075,nan,nan,nan,0.0740740741,nan,0,0.0175438596,nan,nan,nan,0.0408163265,0,0,0.6666666667,nan,nan,0.125,0,nan,0.0303030303,0,0.0649350649,nan,0,nan,0,0.0459770115,nan,0,0.0169491525,nan,0.5,0,0.3636363636,0,0.0344827586,nan,0,0.3636363636,nan,0.1538461538,0.04,nan,nan,0.0416666667,0,nan,0.1428571429,0,0,
PPMISI3502,0,0.0833333333,0,0.0769230769,0,0.0170212766,nan,0.2173913043,0.0652173913,nan,nan,0.0217391304,0.0666666667,nan,nan,0,0,nan,0,0.0526315789,nan,nan,0,0,0,nan,0.05,nan,nan,nan,0,nan,0,0,0.0588235294,nan,0,nan,0,0.0443349754,nan,0,0,nan,nan,0.1666666667,0.0714285714,0,0.0875,nan,0.0547945205,0.3076923077,nan,0.1538461538,0,nan,nan,0.0433070866,0,0,nan,nan,0,
PPMISI3503,0,0.0289855072,nan,0.0424242424,0,0.004576659,0,0.125,0.075,nan,nan,0.0172413793,0.0666666667,nan,nan,nan,0,nan,0,0.0447761194,nan,nan,0,0,0.0326086957,0,0,nan,nan,0.125,0.0588235294,0.2307692308,0.0238095238,0.0285714286,0.12,nan,0,nan,0,0.0877192982,nan,nan,0,nan,nan,nan,0.04,0,0.1578947368,nan,0.0952380952,0,nan,0.0681818182,0.0555555556,nan,nan,0.0402298851,0,nan,0,0,0,
