subject,Caspase subgraph,Chaperone subgraph,GRB10 subgraph,Interferon signaling subgraph,Insulin signal transduction,Interleukin signaling subgraph,MAPK subgraph,miRNA subgraph,Notch signaling subgraph,RhoA subgraph,Amyloidogenic subgraph,Akt/mTOR subgraph,Apoptosis signaling subgraph,Autophagy signaling subgraph,ATP13A2 subgraph,APOE subgraph,Bcl-2 subgraph,Calcium-dependent signal transduction,Calsyntenin subgraph,Cholesterol metabolism subgraph,Cell cycle subgraph,Cyclic AMP subgraph,Cytokine signaling subgraph,DNA synthesis,Dopaminergic subgraph,Disaccharide metabolism subgraph,Endoplasmic reticulum-Golgi protein export,Energy metabolic subgraph,Estrogen subgraph,FMR1 subgraph,Folate metabolic subgraph,GABA subgraph,GSK3 subgraph,G-protein-mediated signaling,Innate immune system subgraph,Lipid metabolism subgraph,LRRK2 subgraph,Matrix metalloproteinase subgraph,Mitochondria fission subgraph,Mitochondria fusion subgraph,Mitochondrial subgraph,Mitophagy subgraph,Nuclear factor Kappa beta subgraph,Neurotrophic subgraph,Nitric oxide subgraph,PINK1 subgraph,Phosphatidylinositol 3 subgraph,Pre-translational events,Post-translational events,Regulation of cytoskeleton subgraph,Response to oxidative stress,Reactive oxygen species subgraph,Synuclein subgraph,Tau protein subgraph,Transcription subgraph,Transport related subgraph,Toll like receptor subgraph,Tumor necrosis factor subgraph,Ubiquitin subgraph,Unfolded protein response subgraph,Vascular endothelial growth factor subgraph,Vitamin subgraph,Wnt signaling subgraph,CRH subgraph
PPMISI3584,0.0322580645,0.0588235294,0,0.043715847,0.1666666667,0.0091743119,0,0.1578947368,0.2142857143,nan,0,0.0769230769,0.0666666667,nan,nan,nan,0.0222222222,nan,0,0,nan,nan,0,0,0,0,0,nan,nan,0,0,nan,0.0330578512,0,0,nan,0,nan,0.0285714286,0.0303030303,nan,0,0.0465116279,nan,0.08,0.0483870968,0.0701754386,0,0.05,nan,nan,nan,nan,0.1111111111,0.0222222222,nan,nan,0.0172413793,nan,nan,0,0,0,
PPMISI3585,0.05,0.0864197531,0,0.0759493671,0,0.0067114094,0,0.2,0.1944444444,nan,nan,0.0454545455,0.0588235294,nan,nan,0,0,nan,nan,0.0425531915,nan,nan,0,0,0,0,0,nan,nan,0.1428571429,0,nan,0,0,0.1428571429,nan,0,nan,0,0.0454545455,nan,0,0,nan,0,0,0.1052631579,0,0.05,0.2857142857,0.0465116279,0.1956521739,nan,0.1492537313,0,nan,0,0.0183486239,0,nan,0,0,0,
PPMISI3586,0,0.0181818182,nan,0.024,nan,0.0068965517,nan,0,0,nan,nan,0.0588235294,0.1,nan,nan,0.1111111111,0.0638297872,nan,0,0.0666666667,nan,nan,0,0,nan,0,0,nan,nan,0,0,nan,0.0104166667,0.0113636364,0,nan,0,nan,0,0.0357142857,nan,nan,0,nan,0,nan,0.1,0,0.0414507772,nan,0.0512820513,0.2941176471,nan,0.0833333333,0.0281690141,0,nan,0.0510948905,0,nan,0,nan,0.1428571429,
PPMISI3587,0.0434782609,0.0882352941,0,0.0775862069,0,0.0093457944,0,0.1904761905,0.1071428571,nan,0,0,0.04,nan,nan,nan,0.0294117647,nan,0,0.0412371134,nan,nan,nan,0.025,nan,0,1,nan,nan,0.3333333333,0.0149253731,nan,0.010989011,0.0186915888,0.3333333333,nan,0,0,0,0.025,nan,0,0,nan,0.1111111111,nan,0,0,0.0793650794,0.2857142857,0.0327868852,0.0909090909,nan,0.0689655172,0,nan,0,0.0272108844,0,nan,0,0,nan,
PPMISI3588,0.0444444444,0,0,0,0,0.0212314225,0,0,0,nan,nan,0.0217391304,0,nan,nan,0,0.0617283951,nan,0,0.0166666667,nan,nan,0,0,0,nan,0,nan,nan,0.3333333333,0.0243902439,nan,0.0505050505,0.0184331797,0.1666666667,nan,0,nan,0,0.0360824742,nan,nan,0.0208333333,nan,0,0.05,0.1111111111,0,0.0344827586,0.2857142857,0.046875,0,nan,0.024,0,nan,nan,0.0437710438,nan,0,0.1,nan,0.3333333333,
PPMISI3589,0.0322580645,0.04,0,0.0410958904,0.064516129,0.0024096386,nan,0,0.0769230769,nan,nan,0.0657894737,0,nan,nan,nan,0.0526315789,nan,0,0.014084507,nan,nan,nan,0.1333333333,0.0588235294,nan,0,nan,nan,0.1363636364,0,0.2307692308,0.025862069,0,0.1304347826,nan,0,nan,0.0384615385,0.0245398773,nan,nan,0.0305343511,nan,0,0,0.0833333333,0,0.0649350649,0.2857142857,0.0212765957,0.0606060606,nan,0.0671641791,0.0491803279,nan,nan,0.0412371134,nan,nan,0,nan,0.125,
PPMISI3591,0.0384615385,0.0188679245,nan,0.0224719101,0,0.0023310023,0,0.25,0.2857142857,nan,0.25,0.0677966102,0.1875,nan,nan,0,0.0175438596,nan,0,0,nan,nan,nan,0.1428571429,0,0,0,nan,nan,0.25,0,nan,0.0212765957,0.0142857143,0,nan,0,nan,0.05,0.0188679245,nan,0,0.0298507463,nan,nan,0.05,0,0,0.0350877193,nan,0.0555555556,0.2222222222,nan,0.2727272727,0.0444444444,0,nan,0.0245901639,0,0.0909090909,0.0243902439,0,0,
PPMISI3592,0,0.0582524272,0,0.0652173913,0,0.018907563,nan,0.1290322581,0.04,nan,0.3333333333,0,0,nan,nan,0.0344827586,0,nan,0,0.0256410256,nan,nan,nan,0,0,nan,0,nan,nan,0,0.025,nan,0.0294117647,0.0223880597,0,nan,0,nan,0,0.0303030303,nan,0,0.0287769784,nan,nan,nan,0.08,0,0.1081081081,0.2857142857,0.1333333333,0.5,nan,0.0384615385,0.0212765957,nan,0,0.025,0,0.0909090909,0,0,0.125,
PPMISI3593,0,0.0813953488,0,0.0697674419,nan,0.0024570025,0,0.0666666667,0.0666666667,nan,nan,0.023255814,0,nan,nan,0,0.0430107527,nan,0,0.0625,nan,nan,0,0.2,0.0576923077,nan,0,nan,nan,0.3333333333,0.0283018868,nan,0,0,nan,nan,0,nan,0,0.1212121212,nan,0,0.015625,nan,0.1052631579,0.04,0.04,0,0,nan,0.1818181818,0.3333333333,nan,0.0833333333,0.05,nan,0,0.0230946882,0,0,0.0243902439,nan,0.0555555556,
PPMISI3600,0.1333333333,0.0363636364,0,0.0298507463,0,0.0023474178,nan,0.1111111111,0,nan,0.25,0.0099009901,0.1052631579,nan,nan,0.0285714286,0.0714285714,nan,0,0.0303030303,nan,nan,nan,0.037037037,nan,0,0.25,nan,nan,0.12,0.0377358491,nan,0.0465116279,0,0.0967741935,nan,0,nan,0,0.0470588235,nan,0,0,nan,0.1111111111,0.04,0.1111111111,0,0,nan,0,0.3636363636,nan,0.0210526316,0,nan,nan,0.0247524752,nan,nan,0.3333333333,nan,nan,
PPMISI3601,0,0.037037037,nan,0.0208333333,0,0.0095057034,nan,0.0714285714,0.0697674419,nan,nan,0.0169491525,0.0597014925,nan,nan,0.0666666667,0.0175438596,nan,0,0,nan,nan,nan,0,0,0,0,nan,nan,0.125,0.017699115,nan,0.0666666667,0.0245398773,0.0579710145,nan,0,nan,0,0.0315789474,nan,0,0,nan,nan,nan,0.0555555556,0,0.0952380952,0.2857142857,nan,0.3636363636,nan,0.0573248408,0.0285714286,nan,0,0.0416666667,nan,0,0.125,nan,nan,
PPMISI3603,0,0.0149253731,0,0.0178571429,0.0909090909,0,nan,0,0.0714285714,nan,0,0.0769230769,0,nan,nan,0.1538461538,0,nan,0,0.0227272727,nan,nan,0,0,0,0,0,nan,nan,0.3333333333,0.064516129,nan,0.0306122449,0.1666666667,0,nan,0,nan,0,0.0192307692,nan,nan,0.027027027,nan,0,nan,0.1363636364,0,0.0759493671,0.2857142857,0,nan,nan,0.2,0.0444444444,nan,0,0.0210843373,nan,0,0.1666666667,0,0.125,
PPMISI3604,0,0.0279329609,nan,0.0392156863,nan,0.0173535792,0,0,0,nan,0.125,0.011627907,nan,nan,nan,0.0344827586,0,nan,0,0.0512820513,nan,nan,nan,0.04,0,0,0,nan,nan,0.2,0,nan,0.0434782609,0,0,nan,0,nan,0,0.03125,nan,nan,0,nan,nan,0.04,0.3125,0,0.0442477876,nan,nan,0,nan,0.0186915888,0.0869565217,0,0,0.021978022,nan,0,0.0909090909,nan,nan,
PPMISI3605,0,0.0898876404,0,0.0880503145,0,0.0065217391,nan,0,0.1212121212,nan,0,0,0,nan,nan,0.1,0.125,nan,0,0.0204081633,nan,nan,nan,0,0,nan,0,nan,nan,nan,0,0.0930232558,0.0214285714,0,nan,nan,0,nan,0,0.0322580645,nan,nan,0.0144927536,nan,nan,0.05,0.0512820513,0,0.0416666667,0.2857142857,0.0952380952,0.3333333333,nan,0.1153846154,0,nan,0,0.0263157895,nan,0,0,nan,0,
PPMISI3606,0.0256410256,0.1428571429,nan,0.0294117647,nan,0.0166320166,0,0.2083333333,nan,nan,0,0.0666666667,0.0681818182,nan,nan,nan,0.04,nan,0,0.0243902439,nan,nan,nan,0,nan,0,0,nan,nan,0.1818181818,0,0.0909090909,0.0147058824,0,0.125,nan,0,nan,0.05,0.0263157895,nan,0,0,nan,0,0.0384615385,0,0,0.0281690141,nan,0,0.1428571429,nan,0,0.0588235294,nan,nan,0.0423728814,0,0.25,0.023255814,0,nan,
PPMISI3607,0,0.0377358491,nan,0.0555555556,0.0392156863,0.0106571936,0,0,0.1555555556,nan,nan,0.0163934426,0.0666666667,nan,nan,0.0344827586,0.0388349515,nan,0,0.03,nan,nan,nan,0.1818181818,0.0535714286,0,0.125,nan,nan,0.1875,0,nan,0.015625,0,0.1034482759,nan,0,nan,0,0.0298507463,nan,0,0.0217391304,nan,0,nan,0.0909090909,0,0.0740740741,nan,0.0533333333,0.2857142857,nan,0.1463414634,0.0454545455,nan,nan,0.0124481328,0,0,0,0,0,
PPMISI3608,0.0714285714,0.09375,0,0.1447368421,0,0.0107526882,0,0.0487804878,0,nan,nan,0.02,0.0709677419,nan,nan,0.0263157895,0.0555555556,nan,0,0.0144927536,nan,nan,nan,0.0714285714,0.06,0,0.2,nan,nan,0.2,0.0294117647,0.0909090909,0.04,0,0,nan,0,nan,0,0.0386740331,nan,nan,0,nan,nan,nan,0.0357142857,0,0.0384615385,nan,0.0495049505,0.2666666667,nan,0.1052631579,0.0740740741,nan,0,0.0331491713,nan,0.0714285714,0.1666666667,0,0.125,
PPMISI3609,0,0.0285714286,0,0.0434782609,0,0.0272373541,0,0.0571428571,0.0588235294,nan,nan,0.12,0.056,nan,nan,nan,0.0333333333,nan,0,0.0408163265,nan,nan,nan,0,0,0,0,nan,nan,0.125,0.0461538462,nan,0.0097087379,0,0.1111111111,nan,0,nan,0,0.125,nan,nan,0.0281690141,nan,0,0.0461538462,0.1034482759,0,0,nan,0.25,0,nan,0.1186440678,0,nan,nan,0.0133779264,nan,0.1428571429,0,0,0.125,
PPMISI3611,0.1666666667,0,0,0.0188679245,nan,0.0047505938,0,0,0.1034482759,nan,0,0,0,nan,nan,0.25,0.0491803279,nan,0,0,nan,nan,nan,0,0,nan,0.3333333333,nan,nan,0,nan,0.0909090909,0.017699115,0,0,nan,0,0.25,0,0.05,nan,0,0.0449438202,nan,0.08,0,0.1764705882,0,0.125,0.2857142857,0,0.2,nan,0.1282051282,0.0588235294,nan,nan,0.0113636364,0,nan,0,0,0.125,
PPMISI3612,0,0.0322580645,nan,0.0163934426,0,0,0,0.16,0,nan,0.3333333333,0,0.0579710145,nan,nan,0.0588235294,0.0588235294,nan,0,0,nan,nan,0,0,0,0,0,nan,nan,0.2352941176,0,nan,0,0,0.2142857143,nan,0,nan,0,0.0289855072,nan,0,0,nan,0,0.0540540541,0.0689655172,0,0.0248447205,nan,0.0476190476,0,nan,0.0649350649,0.0666666667,0,0,0.0196078431,nan,nan,0.0256410256,0,0,
PPMISI3613,0.0666666667,0.024691358,0,0.0487804878,nan,0.0023752969,nan,0.0540540541,0.0714285714,nan,nan,0.0882352941,0.1,nan,nan,0.3333333333,0,nan,0,0.0247933884,nan,nan,nan,0.0217391304,0.06,0,0,nan,nan,nan,0.038961039,0.2307692308,0.0357142857,0,nan,nan,0,nan,0,0.0422535211,nan,0,0,nan,nan,0.0303030303,0.04,0,0,nan,0.2,0,nan,0.05,0,nan,nan,0.0222222222,nan,nan,0,nan,0,
PPMISI3614,0.037037037,0.0357142857,0,0.1016949153,0.1,0.0070921986,0,0,0,nan,0,0.0434782609,0,nan,nan,0.1363636364,0.0769230769,nan,0,0.0277777778,nan,nan,nan,0,0.0481927711,nan,0,nan,nan,0.4,0.0357142857,nan,0.025974026,0.025,0.5,nan,0,nan,0,0.0714285714,nan,0,0.0144927536,nan,0,0.04,0.0784313725,0,0.0625,nan,0.1176470588,nan,nan,0.0416666667,0.0384615385,0,0,0.0542168675,0,0,0.25,0,0,
PPMISI3615,0.0263157895,0.0161290323,0,0.0153846154,0,0,nan,0.1666666667,0.0625,nan,0,0.0151515152,0,nan,nan,0,0.0438596491,nan,0,0.0158730159,nan,nan,nan,0.0175438596,0,nan,0.6666666667,nan,nan,0.0869565217,0.0384615385,0.0909090909,0.0428571429,0,0.05,nan,0,nan,0,0.0714285714,nan,0,0.0248447205,nan,0.1333333333,nan,0.1176470588,0,0.1875,nan,0,nan,nan,0.1052631579,0.0192307692,0,0,0.030651341,0,nan,0.1666666667,0,0.125,
PPMISI3616,0.0714285714,0.0786516854,0,0.0957446809,0.037037037,0,nan,0.0526315789,0,nan,0.2,0.0869565217,0,nan,nan,nan,0.036036036,nan,0,0.0555555556,nan,nan,nan,0.0192307692,0,0,0.0833333333,nan,nan,0,0.0188679245,0.2307692308,0.0229885057,0.0319148936,0,nan,0,nan,0.0416666667,0.0416666667,nan,nan,0.0158730159,nan,nan,0,0.0714285714,0,0.0344827586,nan,0.0666666667,0.2,nan,0.0571428571,0,nan,nan,0.0168067227,0,0.0909090909,0,0,0,
PPMISI3617,0.0769230769,0.025,0,0.05,0.0666666667,0.0114285714,nan,0.0714285714,0.0294117647,nan,nan,0.0204081633,0.0588235294,nan,nan,0.04,0.0571428571,nan,0,0.0192307692,nan,nan,nan,0,0,nan,0,nan,nan,0.3333333333,0,0.0909090909,0.0353982301,0.0178571429,0,nan,0,nan,0.05,0.0297029703,nan,nan,0.0412371134,nan,0.1111111111,nan,0.0789473684,0,0.0689655172,0.2857142857,0.0281690141,nan,nan,0.1666666667,0.0238095238,0,0,0.0362116992,0,nan,0.1666666667,nan,0,
PPMISI3619,0.0769230769,0.1,0,0.0945945946,0.0909090909,0.0133037694,0,0,0.0303030303,nan,0.3333333333,0.0869565217,0.064,nan,nan,0.0714285714,0.04,nan,0,0.0185185185,nan,nan,0,0,nan,0,nan,nan,nan,0.2222222222,nan,nan,0.0112359551,0,0.0886075949,nan,0,nan,0.0333333333,0.0344827586,nan,0,0.0344827586,nan,0.08,nan,0.2,0,0.1428571429,0.2857142857,0.0952380952,0.3,nan,0.0416666667,0.0375,nan,nan,0.027972028,0,0,0.2,0,0,
PPMISI3620,0.0476190476,0,0,0.0952380952,nan,0.0023529412,0,0,0,nan,nan,0.0476190476,0.062992126,nan,nan,0,0.02,nan,nan,0,nan,nan,nan,0.125,0,0,0.5,nan,nan,0.25,0,0.2307692308,0.0153846154,0,0.1,nan,0,nan,0,0.0379746835,nan,0,0.0256410256,nan,nan,0.0357142857,0.1333333333,0,0.0256410256,nan,0.1111111111,0,nan,0.075,0.0625,nan,0,0.0172413793,nan,0,0.1666666667,nan,0.3333333333,
PPMISI3621,0.0277777778,0.0161290323,0,0.0632911392,nan,0,0,0,0.15625,nan,nan,0.0112359551,0.0483870968,nan,nan,0,0,nan,0,0.0566037736,nan,nan,0,0,0,nan,1,nan,nan,0.0588235294,0.0588235294,nan,0.0248447205,0.0727272727,0,nan,0,nan,0,0.0280373832,nan,0,0.0192307692,nan,0,0.04,0,0,0.1666666667,nan,0.0322580645,0.3333333333,nan,0.0655737705,0.0877192982,nan,0,0.0552147239,0,nan,0.25,0,nan,
PPMISI3622,0,0.0158730159,0,0.0303030303,0.0377358491,0.0164835165,nan,0,0.1794871795,nan,nan,0,0.064516129,nan,nan,nan,0.0322580645,nan,0,0.0135135135,nan,nan,0,0.0487804878,0,nan,0,nan,nan,0,0.0396039604,nan,0,0,0,nan,0,nan,0.0476190476,0.0454545455,nan,0,0.0444444444,nan,0,nan,0.0303030303,0,0.0681818182,0.2857142857,0.0298507463,0.2222222222,nan,0.2777777778,0.0303030303,nan,0,0.0725806452,0,nan,0,nan,0,
PPMISI3624,0.0322580645,0.025,0,0.0416666667,0,0.0023584906,nan,0.0769230769,0,nan,0,0.0133333333,0.0662251656,nan,nan,0.1,0.0204081633,nan,0,0.0175438596,nan,nan,nan,nan,0,0,0,nan,nan,0.3333333333,0,nan,0.0447761194,0.0192307692,0.1666666667,nan,0,nan,0,0.0606060606,nan,nan,0.0264550265,nan,0.1052631579,0.0526315789,0.1,0,0.0331491713,nan,nan,0.375,nan,0.0943396226,0,nan,nan,0.04,nan,nan,0.1111111111,0,nan,
PPMISI3625,0.037037037,0.0281690141,0,0.0178571429,0,0.0059171598,0,0.1111111111,0,nan,nan,0.0303030303,0.0740740741,nan,nan,0,0.037037037,nan,0,0.0377358491,nan,nan,nan,0.0769230769,0,0,0,nan,nan,nan,0,nan,0.0254237288,0,nan,nan,0,nan,nan,0.0666666667,nan,nan,0.0158730159,nan,0,0.04,0.0714285714,0,0.0731707317,nan,0,0.2666666667,nan,0.0161290323,0.0425531915,nan,0,0.0337837838,0,nan,0,nan,nan,
PPMISI3627,0,0.0263157895,0,0.0172413793,0,0.0213815789,nan,0,0.1,nan,nan,0.0344827586,0.064,nan,nan,0,0.0714285714,nan,0,0.0285714286,nan,nan,0,0,0.0517241379,nan,0.0454545455,nan,nan,0.0769230769,0,nan,0.0161290323,0,0.05,nan,0,nan,0,0.0204081633,nan,0,0.0172413793,nan,0,0.04,0.03125,0,0.014084507,nan,0,0.3,nan,0.1020408163,0.0909090909,nan,nan,0.047826087,0,nan,0,0,0,
PPMISI3628,0.05,0.1216216216,0,0.0980392157,0,0.0091954023,nan,0.1666666667,0,nan,0,0,0.0625,nan,nan,nan,0.0625,nan,0,0.0348837209,nan,nan,0,0.0434782609,0.0322580645,0,0,nan,nan,0,0,0.0909090909,0.0294117647,0,0,nan,0,nan,0,0.0555555556,nan,0,0,nan,0,nan,0.0588235294,0,0.0681818182,0.2857142857,0.125,0.3333333333,nan,0.0714285714,0.0833333333,0,nan,0.0206896552,0,0.1,0,0,0,
PPMISI3629,0,0.0869565217,0,0.0243902439,0.1,0.0183299389,0,0.1818181818,0,nan,0,0.0277777778,0,nan,nan,0.0434782609,0.0666666667,nan,0,0.0169491525,nan,nan,nan,0,0,0,nan,nan,nan,nan,0,nan,0.014084507,0,nan,nan,0,nan,0.0277777778,0,nan,nan,0,nan,nan,0.0540540541,0.0833333333,0,0,nan,0,0.1395348837,nan,0.04,0,nan,nan,0.0607734807,0,0.125,0,nan,0.0476190476,
PPMISI3630,0,0.0297029703,0,0.027027027,0.1428571429,0,0,0.0975609756,0,nan,0.25,0,0,nan,nan,nan,0,nan,0,0.0243902439,nan,nan,0,0,0.05,0,0,nan,nan,0.2,0.0740740741,0,0.0448717949,0.0212765957,0.2,nan,0,nan,0.03125,0,nan,0,0.025974026,0,0.0869565217,0,0.2068965517,0,0.0724637681,0.2857142857,0.1333333333,0.25,nan,0.125,0.0555555556,nan,nan,0.0172413793,0,0,0,nan,0,
PPMISI3631,0.0322580645,0.0169491525,0,0.012195122,0,0.0087912088,nan,0.1666666667,0.0294117647,nan,nan,0,0,nan,nan,0.0909090909,0.0416666667,nan,0,0.0566037736,nan,nan,0,0,0,0,0.25,nan,nan,0.16,0,nan,0.0227272727,0,0.1363636364,nan,0,nan,0,0.0418604651,nan,0,0.0384615385,0,nan,0.04,0.0769230769,0,0.0416666667,nan,0.0458015267,0.064516129,nan,0.0403225806,0.0588235294,nan,0,0.0125786164,nan,0,0.023255814,0,0,
PPMISI3632,0,0.0185185185,0,0.0240963855,0.25,0.0131291028,0,0.125,0.4285714286,nan,0,0,0.064,nan,nan,0.064516129,0,nan,0,0.0266666667,nan,nan,nan,0.0526315789,0.06,nan,0,nan,nan,0,0.012345679,nan,0.0297029703,0,0,nan,0,nan,0.027027027,0.0395480226,nan,nan,0.010989011,nan,nan,0.0526315789,0.0952380952,0,0.0833333333,nan,0.0392156863,0,nan,0.1403508772,0.0181818182,nan,0,0.0138248848,0,0,0,0,0.125,
PPMISI3633,0.0512820513,0.0340909091,0,0.0508474576,nan,0.0076335878,nan,0.0208333333,0,nan,nan,0.1666666667,0.0408163265,nan,nan,0.2222222222,0.0217391304,nan,0,0.02,nan,nan,nan,0,nan,nan,0,nan,nan,0,0,nan,0.023255814,0,0.0615384615,nan,0,nan,0,0.031496063,nan,nan,0.0197368421,nan,0,nan,0,0,0.0263157895,nan,0.0294117647,0.25,nan,0.0322580645,0,nan,nan,0.0191570881,nan,0,0,nan,0,
PPMISI3634,0,0.0654205607,0,0.0636363636,nan,0.0092592593,0,0,0,nan,nan,0.0204081633,0,nan,nan,0.1,0,nan,0,0,nan,nan,0,0.1111111111,0.0326086957,nan,nan,nan,nan,nan,0.0322580645,0.2307692308,0.038961039,0,0.0333333333,nan,0,nan,0,0.0555555556,nan,nan,0.0265486726,0,nan,0.0540540541,0.1428571429,0,0.0625,nan,0,0.5,nan,0.0113636364,0.1111111111,nan,nan,0.0078431373,0,nan,0,nan,nan,
PPMISI3635,0,0.0212765957,0,0.0153846154,0.064516129,0,nan,0,0.1875,nan,nan,0.0151515152,0.0588235294,nan,nan,0.05,0.0438596491,nan,0,0.0377358491,nan,nan,nan,0,0.06,0,0,nan,nan,0.1176470588,0,nan,0.024691358,0,0.1176470588,nan,0,nan,0,0.0303030303,nan,0,0.125,nan,0,0,0.12,0,0,nan,0.0327868852,0.1111111111,nan,0.2,0,0,nan,0.0582959641,nan,0,0,0,0,
PPMISI3636,0.0384615385,0.0208333333,nan,0.0208333333,0,0.0127118644,nan,0.0697674419,0.2142857143,nan,nan,0.0136986301,0,nan,nan,0,0.0294117647,nan,0,0.0175438596,nan,nan,0,0.125,0,0,0,nan,nan,0.2,0.0309278351,0.0909090909,0.0256410256,0,0.2,nan,0,nan,0,0.0333333333,nan,0,0.0177514793,nan,0,0.04,0.1111111111,0,0.0566037736,nan,0.1176470588,0.1162790698,nan,0.1666666667,0.0256410256,nan,nan,0.0157728707,nan,0,0,nan,nan,
PPMISI3637,0.0303030303,0.0425531915,0,0.0161290323,nan,0.0187891441,0,0.1111111111,nan,nan,nan,0.0985915493,0,nan,nan,0,0,nan,0,0,nan,nan,0,0,0,nan,0,nan,nan,0,0,nan,0.0483870968,0.5,0,nan,0,nan,0.0344827586,0.0410958904,nan,nan,0.0322580645,nan,nan,0.0526315789,0.0833333333,0,0.0476190476,0.2857142857,0.0461538462,0.1666666667,nan,0.0344827586,0.0769230769,nan,0,0.0650406504,0,0,0,nan,0.5,
PPMISI3638,0,0.1428571429,0,0.1764705882,0,0.0213675214,0,0,0.1,nan,0,0,0.0869565217,nan,nan,nan,0.0178571429,nan,0,0.0731707317,nan,nan,nan,0.0714285714,0,0,0.25,nan,nan,0.125,nan,nan,0.0235294118,0.0666666667,0.12,nan,0,nan,0.0384615385,0.037037037,nan,nan,0.0144927536,nan,nan,0.0526315789,0.1428571429,0,0.0789473684,0.2857142857,0.0327868852,0,nan,0.0666666667,0.0322580645,nan,nan,0.0541871921,0,0.1428571429,nan,0,0.125,
PPMISI3650,0.0555555556,0.0256410256,nan,0.0188679245,0,0.0057251908,nan,0,0,nan,0,0.0166666667,0,nan,nan,0.027027027,0.030075188,nan,0,0.014084507,nan,nan,nan,0,0.0326086957,nan,0.0434782609,nan,nan,0.2142857143,0.0396039604,nan,0.023255814,0,0.2142857143,nan,0,nan,0,0.0540540541,nan,0,0,nan,0,0.05,0.1,0,0.02,nan,nan,0.1489361702,nan,0.0833333333,0,nan,nan,0.0368421053,0,0,0,0,0.2,
PPMISI3651,0.0333333333,0,0,0.0491803279,nan,0.0071599045,nan,0,nan,nan,nan,0.0384615385,0.071942446,nan,nan,0,0.0322580645,nan,0,0,nan,nan,0,0,0,0,0,nan,nan,0.1363636364,0,nan,0.0153846154,0,0.1304347826,nan,0,nan,0.0454545455,0.0714285714,nan,nan,0.0322580645,nan,nan,0,0.2777777778,0,0.0425531915,nan,0,0.0909090909,nan,0.02,0.0731707317,nan,nan,0,0,nan,nan,0,nan,
PPMISI3653,0,0.0158730159,0,0.0198019802,0,0.0127388535,nan,0,0.6,nan,nan,0,0.0465116279,nan,nan,0,0,nan,0,0.0178571429,nan,nan,0,0,0.0576923077,0,0,nan,nan,0,0,nan,0.0480769231,0.0714285714,0,nan,0,nan,0,0.0517241379,nan,0,0,nan,0.08,nan,0.1282051282,0,0.0689655172,nan,0.0612244898,0.1428571429,nan,0.0621468927,0.0588235294,nan,0,0.0198019802,0,nan,0,0,0.3333333333,
PPMISI3654,0,0.09375,nan,0.064516129,0.0833333333,0.0135440181,nan,0.16,0.0169491525,nan,0,0.0470588235,0.25,nan,nan,0,0,nan,0,0.0169491525,nan,nan,nan,0,nan,nan,0,nan,nan,0,0,0.0909090909,0.0285714286,0,0,nan,0,nan,0,0.0648148148,nan,0,0.0071942446,0,nan,0.0540540541,0,0,0.0363636364,nan,0.0597014925,0,nan,0.1052631579,0.0192307692,nan,nan,0.0255319149,0,nan,0,0,0,
PPMISI3655,0.0333333333,0.0384615385,nan,0.014084507,0.1,0.0111607143,nan,0.1666666667,0.1739130435,nan,0,0,0,nan,nan,0.0454545455,0.0227272727,nan,0,0,nan,nan,nan,0,0,0,0.5,nan,nan,0,0.0242424242,nan,0.0181818182,0,0,nan,0,0.0909090909,0,0.0384615385,nan,0,0.0133333333,nan,0,0.0555555556,0.0909090909,0,0.0352941176,nan,0,0.5,nan,0.1315789474,0.0196078431,nan,nan,0.0448979592,0,0,0,nan,nan,
PPMISI3656,0.0476190476,0.0175438596,nan,0,0,0.0065934066,0,0.0285714286,0,nan,nan,0.0170940171,0,nan,nan,0.0612244898,0.0196078431,nan,0,0.0428571429,nan,nan,nan,0.0222222222,0.0315789474,0,0,nan,nan,nan,0,nan,0.0263157895,0.0545454545,nan,nan,0,nan,0,0.07,nan,0,0,nan,0,0.0416666667,0,0,0.0434782609,0.2857142857,0.1,0.25,nan,0.0092592593,0.0357142857,nan,nan,0.016286645,nan,0,0,0,0,
PPMISI3657,0.0810810811,0.0714285714,0,0.0533333333,nan,0.004784689,0,0.2,0,nan,0,0.0425531915,0,nan,nan,0.0714285714,0.0131578947,nan,nan,0.0277777778,nan,nan,nan,0,0,0,0.0588235294,nan,nan,0.3333333333,0.0465116279,0.0909090909,0.0333333333,0,0.1111111111,nan,0,nan,0,0.0425531915,nan,nan,0,nan,0,0.0384615385,0.0909090909,0,0.0420168067,nan,0.0461538462,0.25,nan,0.1111111111,0.1818181818,nan,nan,0.0588235294,nan,0,0.0227272727,nan,nan,
PPMISI3658,0,0.0192307692,nan,0.0344827586,0,0.0152505447,0,0.3333333333,0.0491803279,nan,nan,0.0588235294,0.0650406504,nan,nan,0.0588235294,0.0405405405,nan,0,0.0410958904,nan,nan,0,0,0,0,0,nan,nan,0,0.0108695652,nan,0.1111111111,0,0,nan,0,nan,0,0.0338983051,nan,nan,0.04,nan,nan,nan,0.5,0,0.0454545455,nan,0.045112782,0.1428571429,nan,0.037037037,0.0277777778,nan,nan,0.038647343,0,0,nan,nan,0.125,
